3 1:17.0664064923954 2:26.4814489539038 3:23.2617148982513 4:22.026082096038 5:14.8349331439448 6:27.6521110600657 7:23.1912879304927 8:22.2019136905064 9:21.8788494959274 10:21.416511460315 11:29.1431629122541 12:8.19291651729671 13:44.4037707682004 14:39.5720989264871 15:10.0735816518893 16:7.5278578871555 17:44.9080478872725 18:38.0822819977959 19:10.2823663126323 20:147.151424380188 21:157.795738166062 22:161.864434166176 23:168.755656711715 24:169.667297429116 25:170.778259641112 26:178.64721263213 27:179.030285894553 28:179.403697719255 29:95.243476777203 30:131.757706156913 31:174.164356510169 32:170.420412044614 33:170.931479848907 34:171.778295873595 35:178.239432390417 36:178.496217291648 37:178.823559862268 38:71.2072523966641 39:48.4323308921196 40:-72.3604215282789 41:-49.275566826404 42:1.77878896955033 43:-1.1613195630866 44:3.74477207660675 45:1.54213023857332 46:-6.10100484230149 47:-2.39836733106156 48:7.50469892797336 49:7.38298456433793 50:0.0175826922149472 51:0.0522949470401215 52:0.0263656789717178 53:0.0723669312124531 54:0.0258086252293047 
3 1:17.1029249829025 2:26.5080692728174 3:23.2433769671391 4:22.0863656734541 5:14.5219332266805 6:28.0481308723319 7:23.1604968606631 8:22.2037601595185 9:21.8989639189249 10:21.3685259167677 11:29.0759505544744 12:8.17492077036127 13:44.3874076412064 14:39.5666462801237 15:10.0047534143049 16:7.53232300267887 17:44.9001884798454 18:38.0514188941985 19:10.3040541081407 20:150.736136231537 21:155.758344965969 22:159.150732642165 23:169.544325977679 24:170.062203056047 25:170.609227769004 26:178.450570806894 27:178.804231515975 28:179.182266534776 29:90.7706967945294 30:133.324830895105 31:172.371638815957 32:169.9818892851 33:170.838932603115 34:171.470070291321 35:178.342066317134 36:178.757315097051 37:179.120265957778 38:71.3277797336164 39:48.5124594491461 40:-72.6162802913915 41:-49.5734629423722 42:1.11167677070784 43:-1.44149665383325 44:4.19514930766562 45:1.91078725932301 46:-5.99672483361286 47:-2.368880700374 48:8.38135740031367 49:7.9851696456688 50:0.00939723538491797 51:0.0502488333584501 52:0.0270447796465623 53:0.058314019003151 54:0.0112559063949119 
3 1:16.915840157105 2:26.4562237559067 3:23.2726424380127 4:22.0164164230261 5:14.5745126649216 6:28.0562234760269 7:23.162671800746 8:22.2671298937826 9:21.8797687635227 10:21.3581729504018 11:29.0531561047947 12:8.21435167669142 13:44.259239267979 14:39.7502696217935 15:10.0071748349311 16:7.52326334835404 17:44.9478304328295 18:38.1059409603102 19:10.1892807123513 20:133.412969054366 21:158.567745225466 22:164.9013212417 23:169.319279959109 24:169.702531293804 25:170.336675324074 26:177.347599690423 27:177.743837530691 28:178.49616770579 29:96.7245240226871 30:134.727678915017 31:175.340521951228 32:169.717764069513 33:170.468678335631 34:171.250189519132 35:177.532533799869 36:178.277787152022 37:179.159201308419 38:71.0834208461973 39:48.334266907639 40:-72.668957296345 41:-49.6201177852021 42:0.653953601916631 43:-1.68351369599501 44:4.08498177097903 45:1.82128333383136 46:-7.38233923912048 47:-3.07313998540242 48:8.36299823390113 49:8.13290907277001 50:0.0164477652691508 51:0.0486188252331542 52:0.0315939694780775 53:0.0663915363174829 54:0.0229722119389359 
3 1:16.9704201786003 2:26.2947068283186 3:23.2915107337579 4:21.9774330500316 5:14.4884429144244 6:28.1711414238537 7:23.1235105816204 8:22.3418427671439 9:21.8947735235804 10:21.3759141460676 11:29.0682286974121 12:8.28907011056896 13:44.272477388691 14:39.6065996043174 15:9.95142207965303 16:7.45516499120542 17:44.7792024217841 18:38.0927866699819 19:10.4623151192093 20:126.532297601442 21:156.98889472429 22:167.770595573639 23:169.071260641644 24:169.517201772187 25:170.07378463139 26:177.782965635098 27:178.232591986257 28:178.650666411527 29:88.4689642179667 30:131.659035152729 31:173.123708978943 32:170.764558558917 33:171.473816714058 34:171.938995259034 35:178.058875904212 36:178.349299398252 37:178.781020298325 38:70.7303608591492 39:48.0518370061307 40:-72.7530442379616 41:-49.7146580670331 42:0.361821176232518 43:-1.94380291410395 44:3.40299964756579 45:1.59373065909824 46:-8.88629539592846 47:-4.10694850457681 48:9.55974926819672 49:8.77037338308386 50:0.0111523937673502 51:0.0514912896950795 52:0.0192402800286326 53:0.0610250036408773 54:0.0108493436282461 
3 1:16.9394524795955 2:26.1915819302382 3:23.3054574059586 4:21.7029672919159 5:14.0386114755603 6:28.3868878559294 7:23.1242077117857 8:22.6360958303447 9:21.9701690160748 10:21.4077078503144 11:29.1053718019659 12:8.33341507767035 13:44.045776138043 14:39.7139771937711 15:9.89451833296502 16:7.45858952260811 17:44.8446121086378 18:38.0404712461222 19:10.0680419208981 20:128.550042671471 21:148.25772129125 22:162.074342417849 23:169.310720072531 24:169.929686046562 25:170.31108346769 26:177.436690978737 27:177.750802909806 28:178.487927538947 29:81.9052944299208 30:129.757183833666 31:170.536343007669 32:170.564587309397 33:171.399584494301 34:172.048603914621 35:177.896214133455 36:178.254802558792 37:178.655332057359 38:70.2777002816615 39:47.6019980898802 40:-73.2382446311522 41:-50.1903166157612 42:-0.753834670868473 43:-2.5237110213957 44:3.19594559462174 45:1.46365671054177 46:-9.61708953415138 47:-4.5399710751962 48:9.73389667013417 49:9.02722814808721 50:0.0112434990297945 51:0.0451040675902082 52:0.020989290621606 53:0.0620862540995073 54:0.0126873506496871 
3 1:17.1711343174233 2:26.1382230082553 3:23.3199898595631 4:21.7284376271116 5:14.1482421754657 6:28.1651244821401 7:23.1065400040371 8:22.6500723548776 9:21.9276355515788 10:21.3818151075345 11:29.0888384402766 12:8.35991923529665 13:44.1755334174141 14:39.5875823096721 15:9.89595117344542 16:7.43456378826944 17:44.7386376106335 18:38.2610590295944 19:10.1983299287442 20:128.528030135321 21:146.127996208253 22:162.777152443938 23:169.367483505832 24:169.774067621738 25:170.102957621291 26:176.641736155051 27:177.068373861748 28:177.813213660025 29:85.0888234128608 30:133.731150783363 31:172.81756058934 32:170.996605043957 33:171.526772668715 34:171.995358186797 35:177.955064973472 36:178.177385585128 37:178.459981386078 38:70.0867767783179 39:47.4759402482406 40:-72.9648492474487 41:-49.9418351961219 42:-1.25846007595892 43:-2.86098921644515 44:3.34077201027801 45:1.58069302206454 46:-10.7191279314566 47:-5.24407366047735 48:10.0729963053828 49:9.2107589694037 50:0.00945792606501805 51:0.0502166244140126 52:0.019771711747908 53:0.0506716398803142 54:0.0105200180715159 
3 1:17.4915390845948 2:26.073773378337 3:23.3044476012287 4:21.6199449348748 5:13.9845285163058 6:28.2056364174205 7:23.0866298857405 8:22.5872169074905 9:22.0113080459494 10:21.4200984255267 11:29.1333817198001 12:8.36932312157734 13:44.1565374186837 14:39.540042265331 15:9.97884761168411 16:7.43391250975844 17:44.7523832001483 18:38.197539366829 19:9.97909350814009 20:140.534526984013 21:145.965914021731 22:158.18735246465 23:168.955977087658 24:169.685543204681 25:170.638752225084 26:175.406541661832 27:176.356329987652 28:176.885292191446 29:89.8575784672648 30:124.087114441781 31:169.684781891803 32:170.395191165545 33:171.419045983986 34:172.224927775114 35:177.55808903411 36:177.894933653644 37:178.365231905373 38:69.8713834734931 39:47.2678398740464 40:-72.9243198166723 41:-49.9150383299676 42:-1.43588470376056 43:-3.03335254606993 44:2.49349159606989 45:0.890699028968811 46:-10.8093665993732 47:-5.3746727929599 48:10.2619323177614 49:9.31046872899152 50:0.0179236767760622 51:0.0567772338969734 52:0.0255949684880648 53:0.0651409934754628 54:0.0148086064607668 
3 1:17.3569528723735 2:25.9244458918264 3:23.312893905722 4:21.4392444489537 5:14.4584817661601 6:27.7653332963615 7:23.0730832468283 8:22.6154005992075 9:21.9220763180686 10:21.4612663869997 11:29.1886633205625 12:8.39274466477927 13:44.2359390143808 14:39.5851262197135 15:9.84312058556784 16:7.40034225434416 17:44.7163518516608 18:37.8745054249655 19:10.4441648874637 20:141.456827311072 21:146.971875219548 22:163.081977929424 23:169.295667500138 24:169.873624386701 25:171.023279467827 26:175.039508090901 27:175.317217333053 28:175.78267483186 29:92.8577408385055 30:129.88484930043 31:171.49183549577 32:169.814350101107 33:171.389579015901 34:172.298299933982 35:177.376026670011 36:177.654608186444 37:177.844825865656 38:69.3604640986608 39:46.8289990140044 40:-72.5519725593968 41:-49.5384748647178 42:-2.08393443321836 43:-3.29111088877139 44:1.77001853783925 45:0.387460425280143 46:-11.8296965308811 47:-5.97571082737135 48:9.91350360538648 49:9.10260331803474 50:0.0188170144452269 51:0.0440812491416231 52:0.0230240792959794 53:0.0636291451956408 54:0.01950340007721 
3 1:17.3791593825019 2:26.0828727044204 3:23.2805572596438 4:21.2939291029404 5:14.3881162951089 6:27.6642914578267 7:23.0321134675581 8:22.6734931667383 9:21.8864133536764 10:21.4379648232372 11:29.1685548731663 12:8.43856598829801 13:44.2182741570838 14:39.7269716605872 15:9.86134181723295 16:7.36176535105716 17:44.5467669282118 18:38.0724886323641 19:10.3030366871257 20:141.440364684913 21:147.111946659576 22:164.029455329584 23:169.307219750963 24:170.350749018229 25:171.279712991477 26:175.324552739723 27:175.570090785834 28:175.77360698469 29:91.8561642881809 30:131.956461026377 31:171.57203061124 32:170.477981610872 33:171.376046541454 34:171.901392565915 35:176.230704202912 36:177.154310129436 37:177.483426261224 38:69.3643079961047 39:46.8144447487943 40:-72.3786913296756 41:-49.4089879533824 42:-2.10170807207332 43:-3.22984251029351 44:1.39079440165969 45:0.120888694244273 46:-11.9291698231417 47:-6.26176735934089 48:10.6398407150717 49:9.54048598513884 50:0.0175035348078976 51:0.0425359118253255 52:0.0191051235482265 53:0.0616029928304984 54:0.00425494186494631 
3 1:17.3870393307373 2:25.8956421531265 3:23.2752396284242 4:21.2369543175688 5:12.0599431895551 6:27.6342700138765 7:23.0064974950454 8:22.8198840689049 9:21.887440743949 10:21.4859226030765 11:29.2239905672826 12:8.49636310291844 13:44.2956858305058 14:39.6643573530613 15:9.81858480300122 16:7.33185663553131 17:44.5816398881381 18:37.9933507073621 19:10.3172633024956 20:144.045150258992 21:147.97821752452 22:162.534351622055 23:169.990758860757 24:171.168095043301 25:172.547702523683 26:175.475270565449 27:175.978814139472 28:176.700491906324 29:59.8345906581375 30:108.221952418904 31:172.264421647165 32:169.474091370999 33:170.608377463984 34:171.755513676583 35:175.938935236662 36:176.568215350399 37:177.486950930445 38:68.9802857771726 39:46.4682205042369 40:-72.3701051842998 41:-49.4341622775709 42:-3.06860069993516 43:-3.69992755668264 44:1.00570677871435 45:-0.3608440429392 46:-12.6287047292145 47:-6.75977753921294 48:11.1237824802667 49:9.97002359846948 50:0.0143811412089782 51:0.0551030088754036 52:0.0187024667978675 53:0.073200186148753 54:0.0326669206424503 
4 1:16.6842442301139 2:27.7330588369244 3:28.1365127150209 4:18.7480565001374 5:15.7953679351296 6:23.7756748328807 7:24.8259418536577 8:17.7010847566546 9:24.4866807285145 10:24.0976862680393 11:32.9591856749026 12:8.93758541138935 13:39.7733810771115 14:37.0147688311193 15:10.3776031318933 16:9.10054146929916 17:40.7273691010527 18:35.7953517812626 19:10.571141512169 20:152.845083837752 21:160.260815698411 22:167.974345879442 23:154.754614462248 24:155.426837391274 25:156.536895008977 26:111.319126306308 27:112.027774951385 28:112.379636010064 29:113.271446122665 30:133.728049722123 31:156.044183386909 32:65.5199205739311 33:75.3256344356699 34:86.7009668642164 35:142.050387019026 36:145.251855204889 37:154.507062745189 38:22.2575625857791 39:20.5725742352975 40:-39.2785401561776 41:-36.4336338800353 42:-59.2701329572781 43:-32.946185195485 44:3.70184231448818 45:-15.346989539024 46:-8.42965486887339 47:1.35610071388451 48:-17.0413819519249 49:-1.81412632400925 50:0.0109706258181479 51:0.0498618855901939 52:0.405106691399793 53:0.558726013345466 54:0.0053733850589773 
4 1:16.9090618192016 2:27.7033091778825 3:28.1993129416515 4:18.7142244359896 5:16.0901505744367 6:23.7214917652708 7:23.3248276157159 8:17.5356365822815 9:24.5040554200111 10:23.9648331085605 11:32.7617913900539 12:8.82596116953 13:38.8933236359492 14:37.6002297335115 15:10.4184611758297 16:9.23307933813506 17:40.4912766449887 18:36.122361652485 19:10.4235108773936 20:154.036613775567 21:159.59198594407 22:166.548289526133 23:154.801796481444 24:155.895338500709 25:156.608020409683 26:109.738895214894 27:110.485644173779 28:111.451265384533 29:110.368909339057 30:130.794890933029 31:144.237214740016 32:66.070926046172 33:71.6709355765971 34:79.0270309179503 35:138.030149616483 36:140.456022482972 37:143.55017965506 38:21.5752721649327 39:20.135810930435 40:-38.0676965803316 41:-35.4598120671429 42:-59.1869641656745 43:-32.7114657242743 44:3.70927955189796 45:-15.6148127701185 46:-7.36788331645809 47:2.22287374000027 48:-15.450751944764 49:-2.90771935084095 50:0.0155396371805602 51:0.0525285017844062 52:0.241314013621632 53:0.421102972871657 54:0.0174218189412334 
4 1:16.7388367632705 2:27.6403974332354 3:28.4673166812471 4:18.6798915817455 5:15.5724522593738 6:22.9856839932423 7:23.5694438372559 8:17.5638282753542 9:24.5492130851959 10:24.0088541427657 11:32.8445795926676 12:8.85998638681588 13:39.586287291917 14:37.0841139783169 15:10.5888426480022 16:9.16438938098 17:40.5766435645804 18:36.0410811034798 19:10.4237077634059 20:154.547428842568 21:160.391273266768 22:165.355427482083 23:155.56071670191 24:155.993186063682 25:156.767349474571 26:111.528888748312 27:111.984100817211 28:112.458019830764 29:62.2289395183098 30:125.086562688432 31:146.738521155266 32:44.5605261948009 33:61.0560101700468 34:70.2336012899675 35:137.967470639217 36:140.912322885724 37:144.034219448864 38:21.9874116451773 39:20.4715911452084 40:-35.2396871945629 41:-34.8107841937509 42:-59.4617055295265 43:-32.8446042974339 44:5.60712508142811 45:-15.6691685523072 46:-8.70194206499074 47:1.27582288768193 48:-11.7071573048422 49:-2.10940086678283 50:0.0134377014580097 51:0.0489122231363344 52:0.307428441081148 53:0.505487296976128 54:0.0142919552872202 
4 1:16.7939158412754 2:27.1826353147338 3:28.6419641484606 4:18.4647020148405 5:16.012275875249 6:23.1218048035023 7:23.4496422189155 8:18.1746205609486 9:24.2166223161598 10:24.1577151718551 11:32.94970397921 12:8.85954885347709 13:39.2284650879141 14:37.4660686658208 15:10.4272047676353 16:9.16022359279955 17:40.4613240980727 18:35.9899339257251 19:10.4445662900389 20:152.111739553046 21:159.311461416533 22:165.457008339402 23:155.842840276308 24:156.19524847726 25:156.514896552754 26:111.72504839366 27:113.41904876986 28:114.072669191723 29:107.868030881599 30:127.462191214853 31:142.636498191589 32:57.7031598575752 33:64.4007947272772 34:68.989053107952 35:138.438305166188 36:141.66539303953 37:143.205854536426 38:20.6024094564574 39:19.8460718563625 40:-37.3327233110155 41:-35.7969062668937 42:-59.9785931621279 43:-32.8728347741968 44:4.65803384780884 45:-15.5617670289108 46:-7.17271157673427 47:2.04613447189331 48:-11.8763051714216 49:-0.221523897988456 50:0.010222699881428 51:0.0525584831913433 52:0.202042522738614 53:0.389120552379329 54:0.00864385760962435 
4 1:16.9035434155202 2:27.3164935341092 3:28.4301052758516 4:18.442434930377 5:16.2638900217235 6:23.4358441573037 7:23.5855381266325 8:18.0195441591558 9:24.4468998813139 10:23.9409339157102 11:32.7479954314847 12:8.91969738674182 13:39.0767303951944 14:37.3690638889409 15:10.4682298436593 16:9.11962672996492 17:40.4728413116208 18:35.7036051675524 19:10.5351381341411 20:154.114636452953 21:158.912509187158 22:162.367219127325 23:155.52616702042 24:156.299250667337 25:157.264584249465 26:110.837199442483 27:111.452980851801 28:112.298053237428 29:115.17622246085 30:130.975439155568 31:144.925346176733 32:63.9716793251723 33:67.5083799214848 34:70.9727568350751 35:139.664343714071 36:141.275244234666 37:143.368754701475 38:20.4721367726587 39:19.9230571519839 40:-38.0360632522465 41:-35.8895324068527 42:-59.3373550944132 43:-32.5019406835537 44:3.60256278351562 45:-15.6269712603256 46:-8.17049072213369 47:1.19974841810253 48:-13.685017415922 49:-0.314005107095797 50:0.0149471801478423 51:0.048642524986609 52:0.239349457708463 53:0.363454950241657 54:0.00601360853995958 
4 1:15.6282740716335 2:26.480515606297 3:26.999303544925 4:18.8772013534726 5:15.9675508838443 6:24.0732959375746 7:24.306781575134 8:17.6192315278806 9:24.4220647300456 10:23.9927918439536 11:32.7995384264154 12:8.98299047996546 13:39.473724658271 14:37.0951039584388 15:10.4585302300308 16:9.17223980355501 17:40.4039499187774 18:36.0820665198109 19:10.5138576056087 20:135.424247318366 21:161.718394705856 22:173.212761716927 23:139.571287586142 24:147.16264936322 25:156.453535257055 26:111.315052737967 27:112.253573918278 28:113.145999539531 29:113.110298863861 30:126.848850570292 31:138.613071271006 32:63.6603609152235 33:67.1417859965947 34:69.4212355533973 35:142.478435656612 36:144.035938977881 37:145.626031095608 38:19.2723895462466 39:20.5024431708833 40:-38.8006928101392 41:-36.8515886891056 42:-55.7290575244057 43:-31.8263648482635 44:6.83139172238363 45:-14.7398748448197 46:-10.4282547050798 47:1.67841676255347 48:-11.958191428386 49:-0.971551680229079 50:0.0711479748278939 51:0.0977020067737112 52:0.0906013393691212 53:0.205476298775598 54:0.00223203772018397 
